timestamp,vsn,url,base_url,filename,pm2.5,purple_air_pm25
2026-07-10 17:00:10.265134654+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e/1783702810265134654-top_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e,1783702810265134654-top_camera.jpg,3.0,37.5
2026-07-10 17:00:10.312320620+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e/1783702810312320620-bottom_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e,1783702810312320620-bottom_camera.jpg,3.0,37.5
2026-07-10 18:00:10.190397429+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e/1783706410190397429-top_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e,1783706410190397429-top_camera.jpg,2.3,36.5
2026-07-10 18:00:10.220805267+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e/1783706410220805267-bottom_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e,1783706410220805267-bottom_camera.jpg,2.3,36.5
2026-07-10 19:00:10.224526154+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e/1783710010224526154-top_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e,1783710010224526154-top_camera.jpg,2.1,41.0
2026-07-10 19:00:10.440357363+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e/1783710010440357363-bottom_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e,1783710010440357363-bottom_camera.jpg,2.1,41.0
2026-07-10 20:00:09.289411146+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e/1783713609289411146-bottom_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e,1783713609289411146-bottom_camera.jpg,2.0,42.0
2026-07-10 20:00:10.290476686+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e/1783713610290476686-top_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e,1783713610290476686-top_camera.jpg,2.0,42.0
2026-07-10 21:00:10.305321916+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e/1783717210305321916-top_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e,1783717210305321916-top_camera.jpg,1.5,40.0
2026-07-10 21:00:10.414593758+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e/1783717210414593758-bottom_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e,1783717210414593758-bottom_camera.jpg,1.5,40.0
2026-07-10 22:00:09.498232666+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e/1783720809498232666-bottom_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e,1783720809498232666-bottom_camera.jpg,1.5,38.0
2026-07-10 22:00:10.278737032+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e/1783720810278737032-top_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e,1783720810278737032-top_camera.jpg,1.5,38.0
2026-07-10 23:00:09.475977744+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e/1783724409475977744-top_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-top-1731/sage-imagesampler-top-0.3.5/000048b02dd3c76e,1783724409475977744-top_camera.jpg,1.2,46.0
2026-07-10 23:00:09.570138829+00:00,W0A4,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e/1783724409570138829-bottom_camera.jpg,https://storage.sagecontinuum.org/api/v1/data/imagesampler-bottom-1731/sage-imagesampler-bottom-0.3.5/000048b02dd3c76e,1783724409570138829-bottom_camera.jpg,1.2,46.0
